month_year,count_month,Sentiment,Content,audio_uri,docindex,files_uri,gifs_uri,photos_uri,sender_name,share_link,sticker_uri,videothumb_uri,video_uri,timestamp_ms
December 2017,73,anticipation,I thought they had a mattress,,7122,,,,Zoya Shepko,,,,,"December 14, 2017 2:46 PM"
December 2017,74,Neutral,Oh lol,,7119,,,,Zoya Shepko,,,,,"December 14, 2017 2:47 PM"
December 2017,75,Neutral,Whose the ones that paid first,,7118,,,,Zoya Shepko,,,,,"December 14, 2017 2:47 PM"
December 2017,76,anticipation,I didn't pay first so I'm rekt,,7117,,,,Zoya Shepko,,,,,"December 14, 2017 2:47 PM"
December 2017,77,negative,But then you can make the argument that someone might not have seen the messages until later like [name] so she paid late,,7111,,,,Zoya Shepko,,,,,"December 14, 2017 2:49 PM"
December 2017,78,positive,For real the best solution is doing the straws thing,,7110,,,,Zoya Shepko,,,,,"December 14, 2017 2:50 PM"
December 2017,79,Neutral,No one is blamed for anything,,7109,,,,Zoya Shepko,,,,,"December 14, 2017 2:50 PM"
December 2017,80,negative,Unless you want to be the one who picks and gets rekt  by everyone,,7108,,,,Zoya Shepko,,,,,"December 14, 2017 2:51 PM"
December 2017,81,Neutral,Sana you want a bed because you are also a queen,,7105,,,,Zoya Shepko,,,,,"December 14, 2017 2:53 PM"
December 2017,82,Neutral,Don't hide that fact,,7104,,,,Zoya Shepko,,,,,"December 14, 2017 2:53 PM"
December 2017,83,positive,You both are equally qweens,,7103,,,,Zoya Shepko,,,,,"December 14, 2017 2:53 PM"
December 2017,84,positive,K he's a little higher on the queen level,,7100,,,,Zoya Shepko,,,,,"December 14, 2017 2:54 PM"
December 2017,85,anticipation,oh yeah [name] is coming on Wednesday night and driving Thursday with us,,7099,,,,Zoya Shepko,,,,,"December 14, 2017 3:00 PM"
December 2017,86,anticipation,yea and how would they get back here,,7094,,,,Zoya Shepko,,,,,"December 14, 2017 3:01 PM"
December 2017,87,Neutral,lol [name] also wanted to go with us,,7092,,,,Zoya Shepko,,,,,"December 14, 2017 3:01 PM"
December 2017,88,Neutral,but like we are leaving on Thursday,,7091,,,,Zoya Shepko,,,,,"December 14, 2017 3:02 PM"
December 2017,89,negative,so no,,7090,,,,Zoya Shepko,,,,,"December 14, 2017 3:02 PM"
December 2017,90,Neutral,yeah,,7088,,,,Zoya Shepko,,,,,"December 14, 2017 3:02 PM"
December 2017,91,negative,I knowwwww,,7084,,,,Zoya Shepko,,,,,"December 14, 2017 3:02 PM"
December 2017,92,joy,but also [name] doesn't know if he can go until like the day before which is kind of gg,,7083,,,,Zoya Shepko,,,,,"December 14, 2017 3:06 PM"
December 2017,93,Neutral,You missed a video chat with Zoya.,,7082,,,,Zoya Shepko,,,,,"December 14, 2017 8:52 PM"
December 2017,94,Neutral,lol,,7079,,,,Zoya Shepko,,,,,"December 15, 2017 2:36 PM"
December 2017,95,Neutral,[name] wants to go back on the 1st,,7078,,,,Zoya Shepko,,,,,"December 15, 2017 2:36 PM"
December 2017,96,negative,Which is so rekt,,7077,,,,Zoya Shepko,,,,,"December 15, 2017 2:36 PM"
December 2017,97,negative,How is that possible,,7076,,,,Zoya Shepko,,,,,"December 15, 2017 2:37 PM"
December 2017,98,Neutral,She says she can take only on day off,,7074,,,,Zoya Shepko,,,,,"December 15, 2017 3:07 PM"
December 2017,99,Neutral,Apparently,,7073,,,,Zoya Shepko,,,,,"December 15, 2017 3:07 PM"
December 2017,100,trust,should l tell [name] to take a bus,,7072,,,,Zoya Shepko,,,,,"December 15, 2017 6:07 PM"
December 2017,101,negative,so we all don't have to leave on the 1st,,7071,,,,Zoya Shepko,,,,,"December 15, 2017 6:07 PM"
December 2017,102,negative,or do we just leave,,7070,,,,Zoya Shepko,,,,,"December 15, 2017 6:07 PM"
December 2017,103,Neutral,cause its just me and [name],,7069,,,,Zoya Shepko,,,,,"December 15, 2017 6:08 PM"
December 2017,104,trust,You got a package,,7066,,,,Zoya Shepko,,,,,"December 21, 2017 4:29 PM"
December 2017,105,Neutral,Umm,,7063,,,,Zoya Shepko,,,,,"December 21, 2017 7:41 PM"
December 2017,106,Neutral,Zoya sent a photo.,,7062,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/25829703_1526767194025189_1117100679_o_1526767194025189.jpg,Zoya Shepko,,,,,"December 21, 2017 8:26 PM"
December 2017,107,Neutral,You missed a call from Zoya.,,7061,,,,Zoya Shepko,,,,,"December 29, 2017 11:32 AM"
January 2018,1,Neutral,Is [name] actually doing the paperwork,,7060,,,,Zoya Shepko,,,,,"January 5, 2018 5:10 PM"
January 2018,2,anticipation,Like they can't wait until after Cleveland,,7059,,,,Zoya Shepko,,,,,"January 5, 2018 5:10 PM"
January 2018,3,Neutral,They haven't done it yet soo.....,,7058,,,,Zoya Shepko,,,,,"January 5, 2018 5:11 PM"
January 2018,4,negative,Kind of gg on all of this if they haven't done it yet she can do the show,,7057,,,,Zoya Shepko,,,,,"January 5, 2018 5:12 PM"
January 2018,5,negative,Ugh [name] gets scared crossing borders true,,7052,,,,Zoya Shepko,,,,,"January 5, 2018 5:16 PM"
January 2018,6,negative,She started crying the last time because I didn't want to mention that she has a husband,,7051,,,,Zoya Shepko,,,,,"January 5, 2018 5:17 PM"
January 2018,7,anger,gg I can't learn all those words we are rekt,,7050,,,,Zoya Shepko,,,,,"January 5, 2018 5:17 PM"
January 2018,8,Neutral,And all those solos that's she has,,7049,,,,Zoya Shepko,,,,,"January 5, 2018 5:17 PM"
January 2018,9,negative,yeah gg,,7043,,,,Zoya Shepko,,,,,"January 5, 2018 9:22 PM"
January 2018,10,negative,I knew that was going to happpen,,7042,,,,Zoya Shepko,,,,,"January 5, 2018 9:22 PM"
January 2018,11,negative,she's just paranoid,,7037,,,,Zoya Shepko,,,,,"January 5, 2018 9:24 PM"
January 2018,12,negative,its just annoying that they keep waiting,,7036,,,,Zoya Shepko,,,,,"January 5, 2018 9:24 PM"
January 2018,13,negative,like she could go,,7035,,,,Zoya Shepko,,,,,"January 5, 2018 9:24 PM"
January 2018,14,negative,she just freaks out about everything,,7034,,,,Zoya Shepko,,,,,"January 5, 2018 9:25 PM"
January 2018,15,negative,no whatever,,7031,,,,Zoya Shepko,,,,,"January 5, 2018 9:28 PM"
January 2018,16,negative,just give up,,7030,,,,Zoya Shepko,,,,,"January 5, 2018 9:28 PM"
January 2018,17,Neutral,Yes okay,,7023,,,,Zoya Shepko,,,,,"January 17, 2018 1:39 PM"
January 2018,18,Neutral,You missed a call from Zoya.,,7021,,,,Zoya Shepko,,,,,"January 18, 2018 6:56 PM"
January 2018,19,Neutral,You missed a video chat with Zoya.,,7020,,,,Zoya Shepko,,,,,"January 18, 2018 8:25 PM"
January 2018,20,Neutral,You missed a video chat with Zoya.,,7019,,,,Zoya Shepko,,,,,"January 18, 2018 8:26 PM"
January 2018,21,Neutral,The video chat ended.,,7018,,,,Zoya Shepko,,,,,"January 18, 2018 8:26 PM"
January 2018,22,Neutral,Zoya sent a voice message.,messages/inbox/ZoyaShepko_1AnAuMsTUQ/audio/audioclip15163217015732297_1551941898174385.aac,7017,,,,Zoya Shepko,,,,,"January 18, 2018 8:28 PM"
January 2018,23,Neutral,Zoya sent a voice message.,messages/inbox/ZoyaShepko_1AnAuMsTUQ/audio/audioclip15163217100972079_1551942021507706.aac,7016,,,,Zoya Shepko,,,,,"January 18, 2018 8:28 PM"
January 2018,24,Neutral,Zoya is waving at you!,,7015,,,,Zoya Shepko,,,,,"January 20, 2018 4:58 PM"
January 2018,25,Neutral,Zoya sent a photo.,,7013,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/27535915_1561348750567033_782864875_o_1561348750567033.jpg,Zoya Shepko,,,,,"January 28, 2018 8:34 PM"
January 2018,26,Neutral,San,,7012,,,,Zoya Shepko,,,,,"January 28, 2018 8:34 PM"
January 2018,27,Neutral,That's you,,7011,,,,Zoya Shepko,,,,,"January 28, 2018 8:34 PM"
January 2018,28,Neutral,Lol fine I'll tell her to,,7007,,,,Zoya Shepko,,,,,"January 28, 2018 8:35 PM"
January 2018,29,trust,Do you think [name] would go on a trip with me,,7005,,,,Zoya Shepko,,,,,"January 29, 2018 10:16 AM"
January 2018,30,negative,I was gonna go somewhere but too expensive,,7002,,,,Zoya Shepko,,,,,"January 29, 2018 10:17 AM"
January 2018,31,negative,Yeah so I was think if I drive for [organization] rehearsal and then do like a 2 day trip IN Canada,,7000,,,,Zoya Shepko,,,,,"January 29, 2018 10:17 AM"
January 2018,32,Neutral,And take [name] so she's not sitting in the house all day,,6999,,,,Zoya Shepko,,,,,"January 29, 2018 10:17 AM"
January 2018,33,Neutral,What do you mean,,6995,,,,Zoya Shepko,,,,,"January 29, 2018 10:18 AM"
January 2018,34,disgust,Ah ew,,6993,,,,Zoya Shepko,,,,,"January 29, 2018 10:18 AM"
January 2018,35,Neutral,But they probably won't be going anywhere,,6992,,,,Zoya Shepko,,,,,"January 29, 2018 10:19 AM"
January 2018,36,Neutral,No it's the week after,,6989,,,,Zoya Shepko,,,,,"January 29, 2018 10:19 AM"
January 2018,37,Neutral,[name]'s spring break is a week before mine,,6987,,,,Zoya Shepko,,,,,"January 29, 2018 10:19 AM"
January 2018,38,Neutral,I just don't want to be home,,6986,,,,Zoya Shepko,,,,,"January 29, 2018 10:19 AM"
January 2018,39,positive,Lit,,6982,,,,Zoya Shepko,,,,,"January 29, 2018 11:03 AM"
February 2018,1,joy,Gonna be lit,,6979,,,,Zoya Shepko,,,,,"February 7, 2018 1:23 PM"
February 2018,2,trust,are we paying ourselves for Cleveland,,6977,,,,Zoya Shepko,,,,,"February 7, 2018 2:34 PM"
February 2018,3,trust,like 100 each?,,6976,,,,Zoya Shepko,,,,,"February 7, 2018 2:35 PM"
February 2018,4,Neutral,also what about cbc,,6974,,,,Zoya Shepko,,,,,"February 7, 2018 2:36 PM"
February 2018,5,Neutral,cause we haven't been doing anuthign,,6972,,,,Zoya Shepko,,,,,"February 7, 2018 2:36 PM"
February 2018,6,trust,we agreed not to and just put in korinya,,6967,,,,Zoya Shepko,,,,,"February 7, 2018 2:37 PM"
February 2018,7,Neutral,because it was little,,6966,,,,Zoya Shepko,,,,,"February 7, 2018 2:37 PM"
February 2018,8,Neutral,how much did we get for cbc,,6964,,,,Zoya Shepko,,,,,"February 7, 2018 2:37 PM"
February 2018,9,trust,okay 150 for Cleveland?,,6960,,,,Zoya Shepko,,,,,"February 7, 2018 2:43 PM"
February 2018,10,trust,and 80 for toronto?,,6959,,,,Zoya Shepko,,,,,"February 7, 2018 2:44 PM"
February 2018,11,trust,thats 20% from each performance into the bank,,6958,,,,Zoya Shepko,,,,,"February 7, 2018 2:44 PM"
February 2018,12,Neutral,wut,,6955,,,,Zoya Shepko,,,,,"February 7, 2018 2:46 PM"
February 2018,13,negative,15% is like a couple of dollars more gg san,,6954,,,,Zoya Shepko,,,,,"February 7, 2018 2:47 PM"
February 2018,14,fear,wait when you calculated the amounts did that include travel?,,6953,,,,Zoya Shepko,,,,,"February 7, 2018 2:49 PM"
February 2018,15,Neutral,like asking abc 500,,6952,,,,Zoya Shepko,,,,,"February 7, 2018 2:50 PM"
February 2018,16,Neutral,CBC,,6951,,,,Zoya Shepko,,,,,"February 7, 2018 2:50 PM"
February 2018,17,negative,okay im not giving money for premium gas though,,6947,,,,Zoya Shepko,,,,,"February 7, 2018 2:51 PM"
February 2018,18,negative,do you know how much he spent?,,6944,,,,Zoya Shepko,,,,,"February 7, 2018 2:51 PM"
February 2018,19,Neutral,k,,6939,,,,Zoya Shepko,,,,,"February 7, 2018 2:57 PM"
February 2018,20,Neutral,Nev mind 140 and 70,,6938,,,,Zoya Shepko,,,,,"February 7, 2018 3:03 PM"
February 2018,21,Neutral,I forgot travel,,6937,,,,Zoya Shepko,,,,,"February 7, 2018 3:03 PM"
February 2018,22,Neutral,lol [name],,6934,,,,Zoya Shepko,,,,,"February 8, 2018 12:11 PM"
February 2018,23,negative,drama queen,,6933,,,,Zoya Shepko,,,,,"February 8, 2018 12:12 PM"
February 2018,24,anger,Not even that bad,,6931,,,,Zoya Shepko,,,,,"February 8, 2018 1:05 PM"
February 2018,25,Neutral,[name] will look fine,,6930,,,,Zoya Shepko,,,,,"February 8, 2018 1:06 PM"
February 2018,26,Neutral,What the heck rose gold,,6929,,,,Zoya Shepko,,,,,"February 8, 2018 1:06 PM"
February 2018,27,Neutral,I'm just curious how it will look like with red and pink,,6925,,,,Zoya Shepko,,,,,"February 8, 2018 1:06 PM"
February 2018,28,Neutral,/red standing out,,6922,,,,Zoya Shepko,,,,,"February 8, 2018 1:07 PM"
February 2018,29,Neutral,Yeah cause she always wanted the red,,6919,,,,Zoya Shepko,,,,,"February 8, 2018 1:07 PM"
February 2018,30,Neutral,But [name] [name] and [name] wanted nude,,6918,,,,Zoya Shepko,,,,,"February 8, 2018 1:07 PM"
February 2018,31,surprise,Oh,,6916,,,,Zoya Shepko,,,,,"February 8, 2018 1:07 PM"
February 2018,32,surprise,Really,,6915,,,,Zoya Shepko,,,,,"February 8, 2018 1:07 PM"
February 2018,33,surprise,I thought it's cause that's the color they wanted,,6913,,,,Zoya Shepko,,,,,"February 8, 2018 1:08 PM"
February 2018,34,negative,Lame,,6911,,,,Zoya Shepko,,,,,"February 8, 2018 1:08 PM"
February 2018,35,negative,Lol what sale it was like 76 dollars,,6908,,,,Zoya Shepko,,,,,"February 8, 2018 1:08 PM"
February 2018,36,negative,gg,,6907,,,,Zoya Shepko,,,,,"February 8, 2018 1:08 PM"
February 2018,37,Neutral,Did you get your already?,,6903,,,,Zoya Shepko,,,,,"February 8, 2018 1:09 PM"
February 2018,38,Neutral,No lol,,6899,,,,Zoya Shepko,,,,,"February 8, 2018 1:09 PM"
February 2018,39,Neutral,The snooo,,6897,,,,Zoya Shepko,,,,,"February 8, 2018 1:09 PM"
February 2018,40,negative,Oh no slippy slip,,6893,,,,Zoya Shepko,,,,,"February 8, 2018 1:10 PM"
February 2018,41,negative,I don't think it matters,,6891,,,,Zoya Shepko,,,,,"February 8, 2018 1:10 PM"
February 2018,42,positive,Can you add me to fam talk,,6887,,,,Zoya Shepko,,,,,"February 8, 2018 1:11 PM"
February 2018,43,anger,[name]s mad I'm not in it,,6885,,,,Zoya Shepko,,,,,"February 8, 2018 1:11 PM"
February 2018,44,Neutral,What are they wearing,,6882,,,,Zoya Shepko,,,,,"February 8, 2018 1:11 PM"
February 2018,45,negative,Lol will he get approval from [name] like she had to do,,6880,,,,Zoya Shepko,,,,,"February 8, 2018 1:11 PM"
February 2018,46,negative,Omggggg,,6876,,,,Zoya Shepko,,,,,"February 8, 2018 1:12 PM"
February 2018,47,disgust,Ughhh,,6875,,,,Zoya Shepko,,,,,"February 8, 2018 1:12 PM"
February 2018,48,anger,You know how annoying that is though if your not wearing the same thing,,6872,,,,Zoya Shepko,,,,,"February 8, 2018 1:12 PM"
February 2018,49,Neutral,Like for it to look nice you have not be standing next to the person with the same dress,,6871,,,,Zoya Shepko,,,,,"February 8, 2018 1:12 PM"
February 2018,50,surprise,Oh,,6867,,,,Zoya Shepko,,,,,"February 8, 2018 1:13 PM"
February 2018,51,positive,Yeah if the guys wear a little red it will help us blend in lol,,6864,,,,Zoya Shepko,,,,,"February 8, 2018 1:13 PM"
February 2018,52,Neutral,San I'm pretty sure we will be singing during the ceremony,,6862,,,,Zoya Shepko,,,,,"February 8, 2018 1:14 PM"
February 2018,53,Neutral,Colors* you are not Canadian,,6859,,,,Zoya Shepko,,,,,"February 8, 2018 1:20 PM"
February 2018,54,Neutral,There already too many colors,,6858,,,,Zoya Shepko,,,,,"February 8, 2018 1:21 PM"
February 2018,55,Neutral,Exactly so they wouldn't care if the shirt colors don't really match the dress,,6852,,,,Zoya Shepko,,,,,"February 8, 2018 1:21 PM"
February 2018,56,negative,Lol [name] keeps saying that everyone stressed out about the wedding but if she just finished all the planning it would be done,,6846,,,,Zoya Shepko,,,,,"February 8, 2018 1:23 PM"
February 2018,57,Neutral,lol,,6843,,,,Zoya Shepko,,,,,"February 8, 2018 1:23 PM"
February 2018,58,positive,She just wants to parteyyy,,6841,,,,Zoya Shepko,,,,,"February 8, 2018 1:24 PM"
February 2018,59,negative,But then not because [name] won't like it,,6840,,,,Zoya Shepko,,,,,"February 8, 2018 1:24 PM"
February 2018,60,disgust,Yet [name] wants weird brown paper as table cloths,,6837,,,,Zoya Shepko,,,,,"February 8, 2018 1:25 PM"
February 2018,61,Neutral,Yo I told her to not do the save the dates,,6832,,,,Zoya Shepko,,,,,"February 8, 2018 1:26 PM"
February 2018,62,anger,[name] got offended that I was saying that last time I saw her,,6830,,,,Zoya Shepko,,,,,"February 8, 2018 1:26 PM"
February 2018,63,Neutral,Because they waited so long to make those,,6829,,,,Zoya Shepko,,,,,"February 8, 2018 1:26 PM"
February 2018,64,Neutral,So wasting money on save the dates if the invitations should be going out already,,6827,,,,Zoya Shepko,,,,,"February 8, 2018 1:26 PM"
February 2018,65,disgust,Ew,,6823,,,,Zoya Shepko,,,,,"February 8, 2018 1:27 PM"
February 2018,66,Neutral,Lol my whole life right now is in excel,,6818,,,,Zoya Shepko,,,,,"February 8, 2018 1:28 PM"
February 2018,67,Neutral,It's [name],,6816,,,,Zoya Shepko,,,,,"February 8, 2018 1:28 PM"
February 2018,68,Neutral,Come on Sana,,6815,,,,Zoya Shepko,,,,,"February 8, 2018 1:28 PM"
February 2018,69,Neutral,Is your Snapchat really weird,,6811,,,,Zoya Shepko,,,,,"February 8, 2018 1:31 PM"
February 2018,70,anger,Lol Sana you are taking this wedding wayyyyyyy to seriously,,6809,,,,Zoya Shepko,,,,,"February 8, 2018 2:03 PM"
February 2018,71,joy,True k,,6806,,,,Zoya Shepko,,,,,"February 8, 2018 2:04 PM"
February 2018,72,Neutral,lol blazers,,6805,,,,Zoya Shepko,,,,,"February 8, 2018 3:41 PM"
February 2018,73,Neutral,lets all wear blazers,,6804,,,,Zoya Shepko,,,,,"February 8, 2018 3:42 PM"
February 2018,74,negative,Nooooooooooo,,6802,,,,Zoya Shepko,,,,,"February 8, 2018 9:06 PM"
February 2018,75,anticipation,Is it a good band,,6801,,,,Zoya Shepko,,,,,"February 8, 2018 9:06 PM"
February 2018,76,disgust,Ew,,6799,,,,Zoya Shepko,,,,,"February 9, 2018 3:02 PM"
February 2018,77,Neutral,Why,,6798,,,,Zoya Shepko,,,,,"February 9, 2018 3:02 PM"
February 2018,78,Neutral,You missed a video chat with Zoya.,,6797,,,,Zoya Shepko,,,,,"February 11, 2018 2:50 PM"
February 2018,79,Neutral,I just did,,6793,,,,Zoya Shepko,,,,,"February 11, 2018 7:15 PM"
February 2018,80,Neutral,Do you even have it on your computer,,6792,,,,Zoya Shepko,,,,,"February 11, 2018 7:16 PM"
February 2018,81,Neutral,Your computer has it,,6788,,,,Zoya Shepko,,,,,"February 11, 2018 7:16 PM"
February 2018,82,negative,Omg [name] and [name] are mad at me that I don't want to clean up dinner for them when I have 3 big tests that I'm trying to study for,,6787,,,,Zoya Shepko,,,,,"February 15, 2018 8:56 PM"
February 2018,83,negative,They keep yelling at me to do chores and dinner ggg man,,6786,,,,Zoya Shepko,,,,,"February 15, 2018 8:56 PM"
February 2018,84,negative,Sorry that I find it more important to not fail school than to clean everything for you,,6785,,,,Zoya Shepko,,,,,"February 15, 2018 9:00 PM"
February 2018,85,positive,Zoya sent an attachment.,,6784,,,,Zoya Shepko,https://open.spotify.com/track/4PcNBh7bpbk5kpe4rwllY5?si=q3IIrAe_T3yWwGPbw291rA,,,,"February 27, 2018 1:16 PM"
February 2018,86,Neutral,Always,,6782,,,,Zoya Shepko,,,,,"February 27, 2018 1:31 PM"
February 2018,87,positive,It's really funny,,6781,,,,Zoya Shepko,,,,,"February 27, 2018 1:31 PM"
March 2018,1,trust,what do you mean,,6777,,,,Zoya Shepko,,,,,"March 1, 2018 3:39 PM"
March 2018,2,Neutral,How did they get it from you,,6774,,,,Zoya Shepko,,,,,"March 1, 2018 4:27 PM"
March 2018,3,positive,Lol didos so happy that you responded,,6768,,,,Zoya Shepko,,,,,"March 4, 2018 8:44 PM"
March 2018,4,Neutral,Lool,,6765,,,,Zoya Shepko,,,,,"March 4, 2018 8:57 PM"
March 2018,5,positive,Good,,6764,,,,Zoya Shepko,,,,,"March 4, 2018 8:57 PM"
March 2018,6,positive,Lol san whatever you want,,6757,,,,Zoya Shepko,,,,,"March 8, 2018 12:49 PM"
March 2018,7,positive,I am so excited for it though omggg,,6756,,,,Zoya Shepko,,,,,"March 8, 2018 3:00 PM"
March 2018,8,Neutral,Omg,,6754,,,,Zoya Shepko,,,,,"March 8, 2018 3:03 PM"
March 2018,9,sadness,Always crying,,6753,,,,Zoya Shepko,,,,,"March 8, 2018 3:03 PM"
March 2018,10,Neutral,At every concert,,6752,,,,Zoya Shepko,,,,,"March 8, 2018 3:03 PM"
March 2018,11,Neutral,Zoya sent a photo.,,6749,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/28829798_1600208886681019_1539553685_n_1600208886681019.png,Zoya Shepko,,,,,"March 10, 2018 3:01 PM"
March 2018,12,anger,forever sending reminders to [name] omg,,6748,,,,Zoya Shepko,,,,,"March 10, 2018 3:01 PM"
March 2018,13,Neutral,Zoya sent a photo.,,6746,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/28945877_1601302639904977_523897998_o_1601302639904977.jpg,Zoya Shepko,,,,,"March 11, 2018 2:50 PM"
March 2018,14,Neutral,Lol what is this about even,,6745,,,,Zoya Shepko,,,,,"March 11, 2018 2:51 PM"
March 2018,15,surprise,Why does everything have to be memorized if it's in May,,6741,,,,Zoya Shepko,,,,,"March 11, 2018 2:52 PM"
March 2018,16,Neutral,No ones going to the July one it's gonna be bad,,6739,,,,Zoya Shepko,,,,,"March 11, 2018 2:53 PM"
March 2018,17,Neutral,I'm why wouldn't she,,6735,,,,Zoya Shepko,,,,,"March 11, 2018 2:55 PM"
March 2018,18,negative,gg,,6734,,,,Zoya Shepko,,,,,"March 11, 2018 2:55 PM"
March 2018,19,Neutral,I mean it's only two songs that are new so whatever,,6733,,,,Zoya Shepko,,,,,"March 11, 2018 2:55 PM"
March 2018,20,anger,It's annoying she hasn't said anything else about the weekend,,6732,,,,Zoya Shepko,,,,,"March 11, 2018 2:55 PM"
March 2018,21,Neutral,And like how are people getting from the airport,,6731,,,,Zoya Shepko,,,,,"March 11, 2018 2:56 PM"
March 2018,22,Neutral,I don't know,,6729,,,,Zoya Shepko,,,,,"March 11, 2018 2:57 PM"
March 2018,23,Neutral,Classic,,6725,,,,Zoya Shepko,,,,,"March 11, 2018 3:07 PM"
March 2018,24,Neutral,Zoya sent a photo.,,6718,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/28829442_1601319123236662_1744697698_n_1601319123236662.jpg,Zoya Shepko,,,,,"March 11, 2018 3:13 PM"
March 2018,25,negative,How did [name] get into such a position of power,,6717,,,,Zoya Shepko,,,,,"March 11, 2018 3:13 PM"
March 2018,26,negative,I am so confused with everything,,6715,,,,Zoya Shepko,,,,,"March 11, 2018 3:13 PM"
March 2018,27,negative,To be in a place were I can complain my way to the top is ultimate goals,,6712,,,,Zoya Shepko,,,,,"March 11, 2018 3:14 PM"
March 2018,28,Neutral,But not really,,6711,,,,Zoya Shepko,,,,,"March 11, 2018 3:14 PM"
March 2018,29,anticipation,Wait yeah [name],,6709,,,,Zoya Shepko,,,,,"March 11, 2018 3:14 PM"
March 2018,30,negative,What the heck,,6707,,,,Zoya Shepko,,,,,"March 11, 2018 3:15 PM"
March 2018,31,negative,Oh man,,6702,,,,Zoya Shepko,,,,,"March 11, 2018 3:15 PM"
March 2018,32,anticipation,If only [name] was as good at bandura as she says she is,,6701,,,,Zoya Shepko,,,,,"March 11, 2018 3:16 PM"
March 2018,33,Neutral,Cause I want to drive,,6695,,,,Zoya Shepko,,,,,"March 13, 2018 4:01 PM"
March 2018,34,anticipation,And would have to drive myself to the airport,,6694,,,,Zoya Shepko,,,,,"March 13, 2018 4:02 PM"
March 2018,35,anticipation,And going to Montreal right after,,6693,,,,Zoya Shepko,,,,,"March 13, 2018 4:02 PM"
March 2018,36,anticipation,And [name] didn't want fromstewerts airport,,6692,,,,Zoya Shepko,,,,,"March 13, 2018 4:02 PM"
March 2018,37,Neutral,Why,,6690,,,,Zoya Shepko,,,,,"March 13, 2018 4:04 PM"
March 2018,38,negative,Omg,,6688,,,,Zoya Shepko,,,,,"March 13, 2018 4:05 PM"
March 2018,39,positive,Lol no one asked me to pick anyone up,,6681,,,,Zoya Shepko,,,,,"March 13, 2018 4:07 PM"
March 2018,40,trust,Also what is that email from,,6680,,,,Zoya Shepko,,,,,"March 13, 2018 4:08 PM"
March 2018,41,trust,Sana just let it me,,6678,,,,Zoya Shepko,,,,,"March 13, 2018 4:11 PM"
March 2018,42,Neutral,Be*,,6677,,,,Zoya Shepko,,,,,"March 13, 2018 4:11 PM"
March 2018,43,negative,She has to deal with it herself,,6676,,,,Zoya Shepko,,,,,"March 13, 2018 4:12 PM"
March 2018,44,Neutral,If [name] is staying at [name]s [name] can pick up both of them and drop [name] off at [name]'s,,6675,,,,Zoya Shepko,,,,,"March 13, 2018 4:17 PM"
March 2018,45,negative,But like for real l have no idea about any of this so why do we have to worry about it,,6674,,,,Zoya Shepko,,,,,"March 13, 2018 4:18 PM"
March 2018,46,anger,Honestly so annoyed that everything is so all over the place,,6672,,,,Zoya Shepko,,,,,"March 13, 2018 4:19 PM"
March 2018,47,negative,Legit would take like such a little amount of time to figure it out,,6671,,,,Zoya Shepko,,,,,"March 13, 2018 4:20 PM"
March 2018,48,negative,But [name]'s doing that so,,6670,,,,Zoya Shepko,,,,,"March 13, 2018 4:20 PM"
March 2018,49,Neutral,Zoya sent a photo.,,6669,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/19576672_1603538476348060_1690389948_o_1603538476348060.jpg,Zoya Shepko,,,,,"March 13, 2018 4:50 PM"
March 2018,50,negative,Lol also hinted at [name] to do it in the lame emails [name] makes me send,,6668,,,,Zoya Shepko,,,,,"March 13, 2018 4:50 PM"
March 2018,51,trust,When you have a chance can you tell me how much Canadian Korinya money you have there,,6667,,,,Zoya Shepko,,,,,"March 13, 2018 6:30 PM"
March 2018,52,Neutral,K also let me know how much [name] spent on gas or at least his car info so I can do it,,6665,,,,Zoya Shepko,,,,,"March 13, 2018 6:41 PM"
March 2018,53,Neutral,Zoya sent a photo.,,6662,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/28939414_1604176352950939_563255371_o_1604176352950939.jpg,Zoya Shepko,,,,,"March 14, 2018 9:46 AM"
March 2018,54,Neutral,Don't they live right next to each other,,6661,,,,Zoya Shepko,,,,,"March 14, 2018 9:47 AM"
March 2018,55,negative,I'm confused,,6660,,,,Zoya Shepko,,,,,"March 14, 2018 9:47 AM"
March 2018,56,negative,She said that you made her do it,,6655,,,,Zoya Shepko,,,,,"March 14, 2018 7:07 PM"
March 2018,57,Neutral,Oh lol,,6651,,,,Zoya Shepko,,,,,"March 14, 2018 7:07 PM"
March 2018,58,negative,[name] no truth teller,,6650,,,,Zoya Shepko,,,,,"March 14, 2018 7:08 PM"
March 2018,59,Neutral,1000000,,6648,,,,Zoya Shepko,,,,,"March 14, 2018 7:08 PM"
March 2018,60,Neutral,Jk,,6647,,,,Zoya Shepko,,,,,"March 14, 2018 7:08 PM"
March 2018,61,negative,Who complains to me about you,,6645,,,,Zoya Shepko,,,,,"March 14, 2018 7:08 PM"
March 2018,62,negative,How would you know,,6643,,,,Zoya Shepko,,,,,"March 14, 2018 7:08 PM"
March 2018,63,Neutral,Mwahaha,,6640,,,,Zoya Shepko,,,,,"March 14, 2018 7:09 PM"
